Accum_y-0,T-1,T-2,T-3,T-4,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7,Accum_y-8,Accum_y-9
344,733,618,641,995,574,387,537,1240,1136,384,915,657,191
344,594,757,641,927,587,412,552,1227,1132,384,990,549,249
346,607,746,539,1010,587,511,564,1157,1132,385,988,561,331
365,619,743,518,982,608,509,493,1046,1139,385,990,665,530
402,629,724,537,982,581,524,496,903,1158,390,1051,655,561
419,592,643,654,983,585,530,547,962,1317,393,1148,647,561
419,592,638,620,1022,553,572,508,918,1478,482,1192,544,561
395,616,598,562,1097,588,619,496,884,1559,516,1200,542,559
411,499,715,539,1112,567,624,609,854,1617,523,1182,542,537
411,481,713,549,1124,567,758,763,869,1620,523,1162,548,537
411,440,753,453,1221,565,841,681,869,1625,513,1058,517,542
433,438,753,427,1249,521,875,598,870,1632,512,1041,512,547
441,457,695,456,1278,521,1048,582,946,1633,512,1049,509,547
428,452,713,456,1278,522,1354,569,939,1622,543,1091,488,525
433,399,766,456,1278,522,1398,558,948,1600,590,1168,457,524
433,326,839,456,1278,522,1532,514,1147,1671,633,1240,410,524
485,317,848,456,1271,538,1532,472,1391,1671,611,1339,403,524
485,317,795,509,1252,576,1532,472,1343,1691,611,1360,403,525
486,275,834,512,1252,577,1532,472,1240,1641,628,1391,403,522
517,275,828,518,1252,660,1532,472,1221,1668,665,1391,403,522
517,274,810,537,1229,683,1532,472,1222,1615,680,1382,403,531
532,228,842,551,1229,703,1532,472,1104,1602,675,1315,403,549
538,218,852,551,1229,901,1532,472,1070,1451,635,1184,403,549
578,218,852,420,1233,1050,1527,472,1056,1158,589,1135,403,550
578,216,854,414,1239,1017,1528,472,1020,1037,582,1141,350,550
578,216,843,425,1167,985,1521,472,898,1006,588,1142,350,550
578,216,811,456,1081,1026,1493,507,881,1001,592,1169,350,550
522,272,789,478,1053,1079,1489,517,868,1001,590,1242,350,550
515,356,715,552,1056,1118,1489,517,871,982,607,1123,295,550
513,440,651,624,875,1127,1489,517,851,865,582,1160,315,546
506,344,742,645,836,1179,1517,563,863,705,490,1229,389,546
650,344,733,618,641,1086,1506,586,868,705,487,1139,321,428
650,344,594,757,641,1073,1500,573,954,719,487,1021,319,357
635,346,607,746,539,1073,1372,572,1036,727,486,1021,346,275
608,365,619,743,518,1050,1371,650,1124,719,486,1019,244,78
562,402,629,724,537,1072,1332,701,1188,691,486,962,248,52
545,419,592,643,654,1080,1318,650,1172,510,530,867,248,52
545,419,592,638,620,1102,1241,767,1200,341,526,823,250,73
545,395,616,598,562,1026,1213,777,1205,260,473,815,253,73
530,411,499,715,539,1016,1279,642,1197,199,536,814,253,73
528,411,481,713,549,1017,1151,487,1182,284,536,785,247,73
530,411,440,753,453,1017,1058,487,1182,293,536,785,211,68
525,433,438,753,427,1049,1020,490,1181,286,536,772,209,63
500,441,457,695,456,1091,782,491,1051,279,536,763,209,63
516,428,452,713,456,1091,550,491,1036,295,505,622,209,123
513,433,399,766,456,1091,564,491,1092,295,458,540,179,124
513,433,326,839,456,1091,437,495,999,219,438,468,185,124
461,485,317,848,456,1075,438,541,839,219,468,369,228,124
461,485,317,795,509,1042,438,546,907,220,519,348,228,123
460,486,275,834,512,1082,443,592,956,248,549,320,228,117
429,517,275,828,518,1059,445,607,985,301,514,320,228,122
429,517,274,810,537,1036,445,870,987,302,466,320,228,113
479,532,228,842,551,1021,445,925,952,389,466,320,246,121
518,538,218,852,551,817,445,980,952,389,467,320,259,124
593,578,218,852,420,650,445,1012,1144,411,462,320,380,297
726,578,216,854,414,549,443,1212,1147,433,456,313,538,304
745,578,216,843,425,482,443,1216,1147,443,437,308,627,308
746,578,216,811,456,440,434,1181,1147,511,434,281,636,308
746,522,272,789,478,387,434,1171,1157,582,439,208,636,353
666,515,356,715,552,348,434,1171,1154,584,426,204,643,378
605,513,440,651,624,339,434,1211,1141,700,457,114,790,534
609,506,344,742,645,279,406,1275,1128,710,511,18,709,569
526,650,344,733,618,273,361,1382,1123,710,581,11,717,723
558,650,344,594,757,273,342,1380,1051,696,640,20,731,723
558,635,346,607,746,293,314,1419,980,688,720,44,692,723
555,608,365,619,743,293,312,1435,924,686,733,44,703,724
555,562,402,629,724,273,312,1402,859,726,743,40,847,719
555,545,419,592,643,292,312,1469,817,754,696,38,1129,719
568,545,419,592,638,271,286,1491,744,754,611,38,1244,733
568,545,395,616,598,271,267,1457,707,754,565,38,1244,733
567,530,411,499,715,314,198,1448,729,844,494,59,1244,735
567,528,411,481,713,313,324,1448,769,807,546,60,1245,751
565,530,411,440,753,313,366,1448,769,794,604,61,1245,751
548,525,433,438,753,281,367,1445,820,934,683,80,1299,751
553,500,441,457,695,230,364,1444,897,937,744,281,1321,751
543,516,428,452,713,235,262,1444,874,921,761,322,1334,691
544,513,433,399,766,241,329,1469,823,921,761,364,1334,690
550,513,433,326,839,266,322,1479,753,920,745,496,1328,697
554,461,485,317,848,266,321,1433,727,938,744,625,1268,697
560,461,485,317,795,263,321,1428,670,916,707,625,1268,697
560,460,486,275,834,228,316,1382,668,890,694,620,1268,697
573,429,517,275,828,168,317,1367,708,797,692,625,1268,692
594,429,517,274,810,255,317,1105,758,793,691,626,1268,692
529,479,532,228,842,251,317,1050,780,706,691,628,1250,666
484,518,538,218,852,251,317,1091,851,728,690,629,1253,663
369,593,578,218,852,251,317,1059,717,706,690,631,1133,489
236,726,578,216,854,251,317,859,723,684,690,631,975,482
217,745,578,216,843,251,317,855,794,675,690,631,886,478
216,746,578,216,811,251,317,1089,819,610,710,631,882,478
216,746,522,272,789,290,317,1246,815,539,710,631,925,433
216,666,515,356,715,362,317,1349,923,537,708,632,926,423
187,605,513,440,651,396,317,1368,1135,420,705,635,753,339
190,609,506,344,742,443,317,1260,1167,409,692,635,748,345
129,526,650,344,733,447,317,1130,1219,410,648,655,759,205
106,558,650,344,594,447,317,1130,1280,485,589,646,745,205
106,558,635,346,607,427,402,1080,1305,563,525,622,757,205
162,555,608,365,619,427,438,986,1272,572,539,627,744,239
184,555,562,402,629,425,438,960,1285,555,543,629,596,240
189,555,545,419,592,394,440,857,1404,527,636,629,347,240
227,568,545,419,592,393,440,718,1400,655,636,629,232,224
252,568,545,395,616,385,471,694,1400,719,636,629,229,236
252,567,530,411,499,329,469,693,1378,645,636,608,229,234
252,567,528,411,481,329,422,693,1338,598,584,607,228,218
252,565,530,411,440,415,409,693,1355,597,533,650,228,218
252,548,525,433,438,417,409,693,1322,493,473,895,177,218
263,553,500,441,457,453,409,693,1341,503,413,809,158,229
265,543,516,428,452,517,410,693,1375,525,396,800,155,229
318,544,513,433,399,526,282,668,1426,525,402,892,174,229
340,550,513,433,326,512,282,654,1424,525,462,856,174,222
342,554,461,485,317,529,282,654,1374,507,433,729,174,222
336,560,461,485,317,527,282,654,1441,506,419,782,174,222
336,560,460,486,275,523,285,654,1452,504,381,813,174,222
323,573,429,517,275,523,282,654,1384,565,395,813,174,228
302,594,429,517,274,436,282,653,1331,595,511,815,174,240
302,529,479,532,228,435,282,653,1309,651,555,813,174,240
302,484,518,538,218,435,282,585,1336,673,774,815,159,240
342,369,593,578,218,435,282,646,1330,710,787,926,158,240
383,236,726,578,216,435,282,706,1334,780,787,927,158,240
383,217,745,578,216,443,282,708,1263,781,787,975,158,240
406,216,746,578,216,472,282,530,1263,778,767,1042,153,240
470,216,746,522,272,515,282,433,1267,781,762,1042,110,240
476,216,666,515,356,446,282,330,1161,781,784,1119,102,225
476,187,605,513,440,412,283,271,952,782,789,1123,102,153
460,190,609,506,344,514,284,267,920,782,773,1123,102,112
463,129,526,650,344,510,284,267,868,860,773,1103,83,106
455,106,558,650,344,510,284,267,1064,785,773,1105,83,110
564,106,558,635,346,510,202,267,1087,707,757,1114,98,110
568,162,555,608,365,510,287,295,1117,698,731,1245,195,73
545,184,555,562,402,542,299,328,1123,675,712,1385,242,72
551,189,555,545,419,563,326,393,1057,675,619,1423,220,80
500,227,568,545,419,569,370,405,1209,561,619,1423,229,61
475,252,568,545,395,569,518,430,1209,497,619,1423,229,49
475,252,567,530,411,571,525,465,1209,472,685,1450,229,53
475,252,567,528,411,571,432,466,1288,468,685,1519,229,160
545,252,565,530,411,523,403,498,1271,518,678,1475,229,183
568,252,548,525,433,538,402,750,1253,482,661,1211,227,183
559,263,553,500,441,503,402,809,1157,506,663,1097,427,172
565,265,543,516,428,502,401,818,1123,542,668,1069,517,177
607,318,544,513,433,694,401,818,1058,546,693,937,516,207
590,340,550,513,433,892,405,818,1021,551,626,841,517,207
584,342,554,461,485,877,413,818,1013,551,626,839,587,207
584,336,560,461,485,877,413,818,929,551,675,786,617,207
584,336,560,460,486,984,410,820,871,554,681,755,638,207
584,323,573,429,517,984,452,820,870,579,673,750,653,201
677,302,594,429,517,992,464,833,870,550,595,747,653,189
766,302,529,479,532,992,500,869,881,494,551,747,653,189
766,302,484,518,538,992,500,841,787,450,332,744,678,190
726,342,369,593,578,992,506,780,779,438,319,631,710,212
685,383,236,726,578,992,574,720,769,389,327,630,710,329
685,383,217,745,578,984,821,827,785,409,368,582,849,430
662,406,216,746,578,955,1091,771,760,473,369,515,851,495
723,470,216,746,522,873,1091,711,750,470,367,515,927,495
721,476,216,666,515,870,1121,711,748,591,343,437,1054,498
722,476,187,605,513,870,1158,727,745,594,311,430,1054,528
737,460,190,609,506,721,1157,739,745,594,286,430,1054,531
734,463,129,526,650,721,1247,745,745,523,260,430,1054,523
733,455,106,558,650,721,1247,756,474,557,260,448,1054,568
624,564,106,558,635,721,1244,767,415,590,260,454,1027,641
563,568,162,555,608,721,1123,739,385,591,259,369,930,713
563,545,184,555,562,689,1111,711,366,607,293,460,883,713
796,551,189,555,545,668,1179,646,312,624,293,430,872,705
796,500,227,568,545,675,1135,634,157,756,316,431,861,705
796,475,252,568,545,675,956,609,157,756,316,553,861,705
796,475,252,567,530,673,949,574,159,756,250,526,861,840
796,475,252,567,528,707,984,573,90,756,285,513,861,749
772,545,252,565,530,669,1005,559,117,769,396,513,861,726
749,568,252,548,525,710,1022,382,117,809,443,513,860,726
740,559,263,553,500,709,1046,334,117,997,487,512,657,726
758,565,265,543,516,640,1046,461,117,940,488,512,557,721
660,607,318,544,513,433,1046,461,208,936,517,620,731,691
649,590,340,550,513,224,1131,465,222,931,540,620,866,691
649,584,342,554,461,222,1123,488,222,938,540,628,796,691
649,584,336,560,461,295,1161,504,356,947,491,628,766,691
649,584,336,560,460,208,1161,517,364,944,485,644,885,691
649,584,323,573,429,299,1120,523,364,858,492,676,870,691
556,677,302,594,429,291,1108,510,364,857,822,680,1077,691
468,766,302,529,479,291,1240,474,353,857,822,732,1116,691
468,766,302,484,518,291,1240,476,666,857,822,756,1090,690
468,726,342,369,593,291,1234,476,678,832,822,771,1092,668
468,685,383,236,726,291,1230,476,748,811,814,775,1310,551
468,685,383,217,745,305,983,367,733,789,773,776,1171,450
468,662,406,216,746,326,713,367,733,725,770,776,1178,385
343,723,470,216,746,326,713,367,733,725,779,776,1144,480
339,721,476,216,666,327,683,367,733,607,813,776,1098,484
338,722,476,187,605,423,645,351,733,603,812,776,1180,464
323,737,460,190,609,423,645,339,733,609,812,776,1410,461
323,734,463,129,526,444,555,333,733,610,812,776,1516,466
325,733,455,106,558,444,555,322,733,618,812,764,1606,417
326,624,564,106,558,444,555,311,757,585,930,749,1747,344
326,563,568,162,555,444,555,311,791,584,1024,716,1843,272
376,563,545,184,555,444,555,330,791,568,991,485,1843,273
334,796,551,189,555,444,458,330,791,551,1016,477,1871,286
392,796,500,227,568,431,484,330,793,405,1053,514,1911,295
456,796,475,252,568,484,523,340,793,486,1053,410,1921,316
505,796,475,252,567,587,549,408,791,717,1053,410,1989,251
505,796,475,252,567,568,537,492,781,717,1018,354,2059,250
493,772,545,252,565,606,611,474,754,896,907,354,2314,295
507,749,568,252,548,548,594,415,772,883,858,354,2317,366
759,740,559,263,553,548,570,406,929,667,1022,354,2322,383
772,758,565,265,543,623,570,270,937,887,1062,410,2331,395
848,660,607,318,544,671,570,270,846,920,1003,301,2139,395
848,649,590,340,550,695,481,274,832,1176,980,314,2003,419
848,649,584,342,554,705,481,465,854,1208,980,339,2003,426
848,649,584,336,560,634,443,449,721,1211,980,356,2003,426
848,649,584,336,560,614,443,436,759,1219,1190,360,1868,426
848,649,584,323,573,523,442,524,1039,1328,1177,424,1868,426
848,556,677,302,594,523,442,538,1156,1364,809,421,1766,426
847,468,766,302,529,523,274,541,1165,1402,824,391,1727,426
847,468,766,302,484,523,281,539,848,1415,824,454,1727,426
847,468,726,342,369,525,281,561,834,1415,824,543,1821,426
957,468,685,383,236,661,217,561,820,1415,824,540,1628,426
957,468,685,383,217,715,217,561,890,1415,824,539,1679,426
1024,468,662,406,216,724,232,561,893,1415,824,539,1701,426
1024,343,723,470,216,776,392,561,893,1415,826,539,1659,331
1024,339,721,476,216,775,392,561,893,1412,792,539,1578,324
1027,338,722,476,187,679,392,564,909,1562,792,552,1496,363
1076,323,737,460,190,679,396,569,909,1588,792,552,1283,364
1093,323,734,463,129,681,398,571,909,1596,792,552,1189,359
1091,325,733,455,106,689,471,571,909,1758,792,544,1099,359
1134,326,624,564,106,689,493,571,885,1816,674,544,959,359
1273,326,563,568,162,689,493,571,851,1837,580,526,863,359
1657,376,563,545,184,689,493,547,851,1971,579,587,863,364
1456,334,796,551,189,689,532,557,851,1971,554,587,848,351
1398,392,796,500,227,689,506,598,849,1971,494,549,866,342
1334,456,796,475,252,636,467,605,849,1934,494,560,866,321
1285,505,796,475,252,533,441,600,853,1703,494,603,870,247
1286,505,796,475,252,525,417,555,902,1703,510,604,801,232
1252,493,772,545,252,506,322,593,930,1461,523,605,546,187
1297,507,749,568,252,506,322,577,947,1434,561,605,543,116
1045,759,740,559,263,506,322,594,856,1425,354,605,538,131
1055,772,758,565,265,454,322,594,1001,1209,323,545,529,129
1007,848,660,607,318,406,322,596,1002,1205,332,544,529,129
1007,848,649,590,340,382,322,622,1003,949,392,531,529,105
1007,848,649,584,342,499,322,466,993,910,400,498,529,220
1019,848,649,584,336,497,322,469,992,898,400,481,529,258
1032,848,649,584,336,567,322,467,946,890,190,461,524,363
1135,848,649,584,323,654,322,373,666,781,190,365,524,438
1249,848,556,677,302,682,322,359,549,745,265,364,419,438
1249,847,468,766,302,682,322,356,540,707,254,342,419,438
1249,847,468,766,302,863,315,356,589,694,326,255,419,438
1249,847,468,726,342,900,494,334,551,694,326,151,292,438
1139,957,468,685,383,995,623,334,525,807,384,150,288,438
1160,957,468,685,383,927,623,363,458,967,384,150,237,438
1093,1024,468,662,406,1010,608,371,455,1123,384,150,206,559
1093,1024,343,723,470,982,448,424,455,1123,373,228,206,606
1093,1024,339,721,476,982,448,427,455,1123,373,258,206,607
1092,1027,338,722,476,983,448,464,439,973,373,246,207,568
1044,1076,323,737,460,1022,444,542,439,941,373,326,190,622
1087,1093,323,734,463,1097,442,544,439,924,406,326,178,622
1087,1091,325,733,455,1112,369,663,439,820,730,326,236,660
1043,1134,326,624,564,1124,347,956,439,774,731,326,263,763
904,1273,326,563,568,1221,356,967,439,754,731,326,401,804
470,1657,376,563,545,1249,506,1206,439,620,731,263,416,846
469,1456,334,796,551,1278,473,1196,454,620,731,263,473,900
469,1398,392,796,500,1278,473,1155,469,620,731,263,416,902
469,1334,456,796,475,1278,473,1138,469,678,731,236,656,902
469,1285,505,796,475,1278,473,1075,465,793,731,376,584,902
468,1286,505,796,475,1271,473,1055,527,794,715,486,583,902
468,1252,493,772,545,1252,473,1043,569,799,702,491,583,902
409,1297,507,749,568,1252,473,1043,535,799,664,534,583,902
409,1045,759,740,559,1252,482,1024,647,987,660,534,583,870
354,1055,772,758,565,1229,629,1024,519,982,645,598,586,860
326,1007,848,660,607,1229,629,1022,545,953,635,603,586,860
327,1007,848,649,590,1229,629,989,574,953,575,626,586,860
658,1007,848,649,584,1233,658,1126,568,953,567,654,586,738
759,1019,848,649,584,1239,658,1123,575,953,567,655,586,700
776,1032,848,649,584,1167,658,1123,577,963,567,1015,651,678
673,1135,848,649,584,1081,658,1123,709,963,567,1042,679,614
560,1249,848,556,677,1053,658,1123,711,963,492,1138,679,624
610,1249,847,468,766,1056,658,1123,794,966,567,1149,679,624
652,1249,847,468,766,875,658,1123,782,1150,495,1164,679,624
652,1249,847,468,726,836,479,1123,778,1162,546,1164,678,624
652,1139,957,468,685,641,350,1123,745,1050,488,1164,657,624
631,1160,957,468,685,641,350,1094,1020,917,489,1164,657,624
631,1093,1024,468,662,539,350,1086,1022,800,532,1164,657,569
631,1093,1024,343,723,518,350,1033,1024,800,579,1086,657,526
631,1093,1024,339,721,537,382,1144,1024,802,621,1056,657,525
629,1092,1027,338,722,654,388,1112,1024,802,647,1055,656,521
628,1044,1076,323,737,620,388,1029,1024,805,648,975,656,466
575,1087,1093,323,734,562,388,1060,1024,805,630,975,656,466
575,1087,1091,325,733,539,388,1025,1123,723,368,991,598,428
586,1043,1134,326,624,549,390,742,1123,713,380,1045,570,484
596,904,1273,326,563,453,400,731,1123,910,411,1107,432,443
613,470,1657,376,563,427,250,492,1158,912,554,1109,417,395
652,469,1456,334,796,456,244,492,1143,1092,688,1140,347,341
825,469,1398,392,796,456,285,492,1203,1102,705,1140,346,801
842,469,1334,456,796,456,369,492,1372,1062,813,1200,96,801
842,469,1285,505,796,456,399,493,1419,947,838,1041,96,801
842,468,1286,505,796,456,399,474,1309,946,898,930,96,823
842,468,1252,493,772,509,410,502,1241,993,899,924,96,838
842,409,1297,507,749,512,481,515,1272,993,899,968,96,838
842,409,1045,759,740,518,627,515,1114,805,899,968,276,838
842,354,1055,772,758,537,517,515,1096,979,933,918,355,838
843,326,1007,848,660,551,517,515,1069,1110,946,913,372,838
842,327,1007,848,649,551,518,514,1039,1216,948,958,443,838
511,658,1007,848,649,420,491,319,1034,1221,952,976,558,838
398,759,1019,848,649,414,491,337,1027,1221,952,981,646,838
368,776,1032,848,649,425,491,340,1025,1211,952,621,601,755
368,673,1135,848,649,456,491,340,901,1211,952,665,597,744
367,560,1249,848,556,478,491,370,904,1259,952,573,684,743
317,610,1249,847,468,552,491,496,821,1263,873,562,689,763
275,652,1249,847,468,624,491,550,784,1079,873,578,689,807
280,652,1249,847,468,645,491,581,819,1160,822,594,689,810
323,652,1139,957,468,618,491,581,819,1174,822,594,689,834
383,631,1160,957,468,757,491,596,541,1147,834,594,689,926
424,631,1093,1024,468,746,491,703,553,1108,791,595,689,884
477,631,1093,1024,343,743,491,950,552,1108,829,651,689,880
481,631,1093,1024,339,724,459,871,598,1137,796,873,689,880
481,629,1092,1027,338,643,453,905,616,1137,936,1187,689,874
483,628,1044,1076,323,638,453,1257,616,1147,944,1353,689,874
476,575,1087,1093,323,598,453,1400,616,1147,929,1417,689,876
476,575,1087,1091,325,715,453,1421,529,1133,867,1445,689,884
465,586,1043,1134,326,713,473,1411,530,1138,854,1765,689,744
455,596,904,1273,326,753,471,1412,530,941,823,1795,689,816
438,613,470,1657,376,753,517,1413,495,1098,748,1853,689,816
493,652,469,1456,334,695,703,1416,519,952,618,2031,689,831
338,825,469,1398,392,713,671,1465,444,1081,613,2130,689,398
402,842,469,1334,456,766,647,1651,275,1073,720,2088,689,402
