Accum_y-0,T-1,T-2,T-3,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7,Accum_y-8,Accum_y-9
951,263,643,634,873,830,427,605,339,434,1211,1141,700
848,365,642,640,866,775,433,609,279,406,1275,1128,710
837,356,661,642,884,720,417,526,273,361,1382,1123,710
837,354,657,648,830,732,446,558,273,342,1380,1051,696
835,381,630,657,775,732,446,558,293,314,1419,980,688
485,750,567,720,775,777,446,555,293,312,1435,924,686
485,750,557,729,763,880,446,555,273,312,1402,859,726
485,750,541,737,776,999,442,555,292,312,1469,817,754
485,750,541,737,835,1016,441,568,271,286,1491,744,754
489,750,541,737,835,1042,464,568,271,267,1457,707,754
489,750,541,573,914,1206,486,567,314,198,1448,729,844
508,750,541,570,1079,1294,515,567,313,324,1448,769,807
510,750,541,550,1071,1328,522,565,313,366,1448,769,794
510,736,520,527,1087,1412,674,548,281,367,1445,820,934
632,736,444,553,920,1412,674,553,230,364,1444,897,937
672,764,436,508,917,1429,675,543,235,262,1444,874,921
720,771,383,561,917,1499,687,544,241,329,1469,823,921
713,778,290,654,846,1523,691,550,266,322,1479,753,920
765,775,169,778,704,1519,762,554,266,321,1433,727,938
780,775,99,848,463,1509,822,560,263,321,1428,670,916
837,786,98,842,513,1499,832,560,228,316,1382,668,890
838,786,98,841,715,1315,817,573,168,317,1367,708,797
743,888,85,854,786,1308,805,594,255,317,1105,758,793
592,1042,84,743,812,1281,793,529,251,317,1050,780,706
571,1063,84,694,863,1146,793,484,251,317,1091,851,728
551,1083,84,644,892,1031,783,369,251,317,1059,717,706
548,1086,84,636,1008,1008,783,236,251,317,859,723,684
548,1077,88,641,1018,870,782,217,251,317,855,794,675
545,1080,88,641,1018,920,591,216,251,317,1089,819,610
477,1148,88,637,1022,955,573,216,290,317,1246,815,539
466,1139,81,637,1055,992,591,216,362,317,1349,923,537
466,951,263,643,1231,992,516,187,396,317,1368,1135,420
462,848,365,642,1254,1207,510,190,443,317,1260,1167,409
534,837,356,661,1232,1211,500,129,447,317,1130,1219,410
547,837,354,657,1251,1219,634,106,447,317,1130,1280,485
571,835,381,630,1251,1224,717,106,427,402,1080,1305,563
600,485,750,567,1256,1179,721,162,427,438,986,1272,572
622,485,750,557,1327,1076,768,184,425,438,960,1285,555
648,485,750,541,1358,976,805,189,394,440,857,1404,527
654,485,750,541,1299,972,875,227,393,440,718,1400,655
650,489,750,541,1306,954,958,252,385,471,694,1400,719
650,489,750,541,1233,831,950,252,329,469,693,1378,645
631,508,750,541,1068,740,1056,252,329,422,693,1338,598
629,510,750,541,1040,706,1104,252,415,409,693,1355,597
629,510,736,520,989,621,977,252,417,409,693,1322,493
507,632,736,444,945,621,977,263,453,409,693,1341,503
439,672,764,436,977,604,976,265,517,410,693,1375,525
384,720,771,383,1094,534,964,318,526,282,668,1426,525
388,713,778,290,1112,510,960,340,512,282,654,1424,525
340,765,775,169,1112,510,889,342,529,282,654,1374,507
326,780,775,99,1158,475,829,336,527,282,654,1441,506
258,837,786,98,1108,475,818,336,523,285,654,1452,504
257,838,786,98,917,475,815,323,523,282,654,1384,565
250,743,888,85,852,475,823,302,436,282,653,1331,595
247,592,1042,84,888,475,846,302,435,282,653,1309,651
247,571,1063,84,930,475,856,302,435,282,585,1336,673
247,551,1083,84,927,475,915,342,435,282,646,1330,710
290,548,1086,84,811,475,922,383,435,282,706,1334,780
492,548,1077,88,801,469,922,383,443,282,708,1263,781
578,545,1080,88,803,419,922,406,472,282,530,1263,778
578,477,1148,88,857,384,922,470,515,282,433,1267,781
578,466,1139,81,825,347,877,476,446,282,330,1161,781
578,466,951,263,696,347,906,476,412,283,271,952,782
578,462,848,365,673,132,906,460,514,284,267,920,782
505,534,837,356,685,128,906,463,510,284,267,868,860
492,547,837,354,674,107,736,455,510,284,267,1064,785
448,571,835,381,674,102,653,564,510,202,267,1087,707
471,600,485,750,669,102,682,568,510,287,295,1117,698
451,622,485,750,598,102,635,545,542,299,328,1123,675
479,648,485,750,716,83,598,551,563,326,393,1057,675
473,654,485,750,724,136,528,500,569,370,405,1209,561
473,650,489,750,730,107,520,475,569,518,430,1209,497
473,650,489,750,747,66,517,475,571,525,465,1209,472
473,631,508,750,747,66,382,475,571,432,466,1288,468
473,629,510,750,747,66,327,545,523,403,498,1271,518
473,629,510,736,747,90,302,568,538,402,750,1253,482
475,507,632,736,747,92,317,559,503,402,809,1157,506
475,439,672,764,715,92,317,565,502,401,818,1123,542
475,384,720,771,598,198,317,607,694,401,818,1058,546
476,388,713,778,579,279,427,590,892,405,818,1021,551
540,340,765,775,579,370,432,584,877,413,818,1013,551
683,326,780,775,532,370,432,584,877,413,818,929,551
721,258,837,786,532,398,432,584,984,410,820,871,554
776,257,838,786,521,413,557,584,984,452,820,870,579
776,250,743,888,515,433,571,677,992,464,833,870,550
935,247,592,1042,453,444,548,766,992,500,869,881,494
983,247,571,1063,360,479,538,766,992,500,841,787,450
983,247,551,1083,392,638,876,726,992,506,780,779,438
945,290,548,1086,418,724,869,685,992,574,720,769,389
743,492,548,1077,423,724,908,685,984,821,827,785,409
662,578,545,1080,437,762,959,662,955,1091,771,760,473
662,578,477,1148,379,902,1144,723,873,1091,711,750,470
703,578,466,1139,378,903,1191,721,870,1121,711,748,591
703,578,466,951,331,903,1160,722,870,1158,727,745,594
703,578,462,848,331,903,1173,737,721,1157,739,745,594
703,505,534,837,326,903,1197,734,721,1247,745,745,523
703,492,547,837,321,951,1247,733,721,1247,756,474,557
709,448,571,835,330,1112,1385,624,721,1244,767,415,590
639,471,600,485,367,1159,1384,563,721,1123,739,385,591
648,451,622,485,386,1177,1384,563,689,1111,711,366,607
594,479,648,485,291,1183,1487,796,668,1179,646,312,624
594,473,654,485,354,1123,1512,796,675,1135,634,157,756
594,473,650,489,341,1195,1428,796,675,956,609,157,756
594,473,650,489,318,1443,1468,796,673,949,574,159,756
594,473,631,508,330,1443,1468,796,707,984,573,90,756
594,473,629,510,345,1443,1468,772,669,1005,559,117,769
594,473,629,510,345,1419,1470,749,710,1022,382,117,809
592,475,507,632,567,1417,1456,740,709,1046,334,117,997
650,475,439,672,653,1417,1456,758,640,1046,461,117,940
685,475,384,720,658,1311,1456,660,433,1046,461,208,936
684,476,388,713,658,1261,1346,649,224,1131,465,222,931
661,540,340,765,658,1204,1341,649,222,1123,488,222,938
711,683,326,780,658,1278,1341,649,295,1161,504,356,947
757,721,258,837,658,1250,1341,649,208,1161,517,364,944
702,776,257,838,746,1235,1213,649,299,1120,523,364,858
702,776,250,743,746,1220,1191,556,291,1108,510,364,857
543,935,247,592,824,1237,1288,468,291,1240,474,353,857
879,983,247,571,841,1290,1338,468,291,1240,476,666,857
879,983,247,551,836,1175,941,468,291,1234,476,678,832
874,945,290,548,810,1213,941,468,291,1230,476,748,811
874,743,492,548,805,1267,1017,468,305,983,367,733,789
869,662,578,545,846,1230,1114,468,326,713,367,733,725
882,662,578,477,848,1122,929,343,326,713,367,733,725
889,703,578,466,848,1173,898,339,327,683,367,733,607
889,703,578,466,876,1266,879,338,423,645,351,733,603
889,703,578,462,876,1383,866,323,423,645,339,733,609
889,703,505,534,869,1425,842,323,444,555,333,733,610
905,703,492,547,1109,1448,933,325,444,555,322,733,618
893,709,448,571,1100,1409,803,326,444,555,311,757,585
892,639,471,600,1063,1376,782,326,444,555,311,791,584
881,648,451,622,1044,1399,782,376,444,555,330,791,568
888,594,479,648,977,1401,681,334,444,458,330,791,551
888,594,473,654,906,1398,656,392,431,484,330,793,405
888,594,473,650,906,1374,642,456,484,523,340,793,486
888,594,473,650,1077,1320,591,505,587,549,408,791,717
888,594,473,631,1153,1495,591,505,568,537,492,781,717
888,594,473,629,1138,1529,591,493,606,611,474,754,896
888,594,473,629,1138,1589,608,507,548,594,415,772,883
898,592,475,507,916,1618,624,759,548,570,406,929,667
892,650,475,439,870,1618,625,772,623,570,270,937,887
896,685,475,384,895,1713,629,848,671,570,270,846,920
933,684,476,388,895,1689,629,848,695,481,274,832,1176
888,661,540,340,900,1656,629,848,705,481,465,854,1208
694,711,683,326,967,1583,629,848,634,443,449,721,1211
655,757,721,258,971,1591,629,848,614,443,436,759,1219
750,702,776,257,883,1593,629,848,523,442,524,1039,1328
750,702,776,250,883,1588,629,848,523,442,538,1156,1364
750,543,935,247,805,1560,532,847,523,274,541,1165,1402
366,879,983,247,808,1472,482,847,523,281,539,848,1415
471,879,983,247,765,1428,482,847,525,281,561,834,1415
490,874,945,290,766,1304,482,957,661,217,561,820,1415
508,874,743,492,832,1307,367,957,715,217,561,890,1415
511,869,662,578,820,1382,219,1024,724,232,561,893,1415
498,882,662,578,821,1417,219,1024,776,392,561,893,1415
508,889,703,578,821,1369,223,1024,775,392,561,893,1412
705,889,703,578,793,1313,223,1027,679,392,564,909,1562
727,889,703,578,793,1197,223,1076,679,396,569,909,1588
727,889,703,505,793,1155,223,1093,681,398,571,909,1596
711,905,703,492,622,1084,82,1091,689,471,571,909,1758
749,893,709,448,801,962,88,1134,689,493,571,885,1816
749,892,639,471,854,992,124,1273,689,493,571,851,1837
754,881,648,451,854,995,124,1657,689,493,547,851,1971
747,888,594,479,854,987,122,1456,689,532,557,851,1971
747,888,594,473,854,984,122,1398,689,506,598,849,1971
747,888,594,473,869,936,134,1334,636,467,605,849,1934
786,888,594,473,704,834,188,1285,533,441,600,853,1703
786,888,594,473,690,659,222,1286,525,417,555,902,1703
786,888,594,473,904,625,501,1252,506,322,593,930,1461
786,888,594,473,904,565,482,1297,506,322,577,947,1434
776,898,592,475,904,840,465,1045,506,322,594,856,1425
743,892,650,475,864,881,465,1055,454,322,594,1001,1209
704,896,685,475,879,810,461,1007,406,322,596,1002,1205
663,933,684,476,879,899,475,1007,382,322,622,1003,949
832,888,661,540,874,907,531,1007,499,322,466,993,910
855,694,711,683,828,906,612,1019,497,322,469,992,898
810,655,757,721,877,903,617,1032,567,322,467,946,890
935,750,702,776,880,901,713,1135,654,322,373,666,781
935,750,702,776,880,901,831,1249,682,322,359,549,745
935,750,543,935,888,952,832,1249,682,322,356,540,707
935,366,879,983,869,1009,834,1249,863,315,356,589,694
830,471,879,983,865,1035,1012,1249,900,494,334,551,694
811,490,874,945,864,1035,1021,1139,995,623,334,525,807
793,508,874,743,839,1028,1044,1160,927,623,363,458,967
790,511,869,662,812,963,1062,1093,1010,608,371,455,1123
793,498,882,662,809,974,1132,1093,982,448,424,455,1123
735,508,889,703,922,1304,1113,1093,982,448,427,455,1123
538,705,889,703,922,1268,1113,1092,983,448,464,439,973
516,727,889,703,941,1267,1363,1044,1022,444,542,439,941
533,727,889,703,943,1267,1469,1087,1097,442,544,439,924
533,711,905,703,871,1267,1553,1087,1112,369,663,439,820
495,749,893,709,692,1267,1539,1043,1124,347,956,439,774
495,749,892,639,639,1223,1666,904,1221,356,967,439,754
490,754,881,648,639,1179,1748,470,1249,506,1206,439,620
490,747,888,594,639,1179,1748,469,1278,473,1196,454,620
490,747,888,594,639,1179,1748,469,1278,473,1155,469,620
591,747,888,594,627,1179,1736,469,1278,473,1138,469,678
552,786,888,594,685,1087,1682,469,1278,473,1075,465,793
626,786,888,594,687,1196,1670,468,1271,473,1055,527,794
816,786,888,594,473,1202,1391,468,1252,473,1043,569,799
819,786,888,594,683,1207,1391,409,1252,473,1043,535,799
819,776,898,592,741,912,1391,409,1252,482,1024,647,987
800,743,892,650,758,871,1390,354,1229,629,1024,519,982
800,704,896,685,713,847,1390,326,1229,629,1022,545,953
800,663,933,684,713,751,1376,327,1229,629,989,574,953
631,832,888,661,713,771,1320,658,1233,658,1126,568,953
608,855,694,711,707,772,1239,759,1239,658,1123,575,953
608,810,655,757,1057,767,1234,776,1167,658,1123,577,963
389,935,750,702,1283,767,1138,673,1081,658,1123,709,963
482,935,750,702,1283,767,1020,560,1053,658,1123,711,963
482,935,750,543,1275,716,1022,610,1056,658,1123,794,966
482,935,366,879,1274,659,1020,652,875,658,1123,782,1150
482,830,471,879,1268,710,867,652,836,479,1123,778,1162
482,811,490,874,1268,729,878,652,641,350,1123,745,1050
482,793,508,874,1227,679,860,631,641,350,1094,1020,917
576,790,511,869,1209,668,842,631,539,350,1086,1022,800
573,793,498,882,1209,590,772,631,518,350,1033,1024,800
573,735,508,889,1096,256,771,631,537,382,1144,1024,802
573,538,705,889,1100,255,771,629,654,388,1112,1024,802
573,516,727,889,1081,312,527,628,620,388,1029,1024,805
556,533,727,889,1079,312,434,575,562,388,1060,1024,805
556,533,711,905,1079,312,358,575,539,388,1025,1123,723
556,495,749,893,1079,479,358,586,549,390,742,1123,713
556,495,749,892,1079,489,184,596,453,400,731,1123,910
556,490,754,881,1079,530,118,613,427,250,492,1158,912
556,490,747,888,1155,530,174,652,456,244,492,1143,1092
556,490,747,888,1253,530,193,825,456,285,492,1203,1102
455,591,747,888,1302,544,381,842,456,369,492,1372,1062
455,552,786,888,1264,549,630,842,456,399,493,1419,947
381,626,786,888,1190,440,609,842,456,399,474,1309,946
396,816,786,888,1257,434,613,842,509,410,502,1241,993
432,819,786,888,1091,429,677,842,512,481,515,1272,993
458,819,776,898,1033,420,682,842,518,627,515,1114,805
476,800,743,892,1065,420,682,842,537,517,515,1096,979
476,800,704,896,1065,425,683,843,551,517,515,1069,1110
568,800,663,933,1065,476,683,842,551,518,514,1039,1216
694,631,832,888,1065,447,683,511,420,491,319,1034,1221
740,608,855,694,1052,446,683,398,414,491,337,1027,1221
740,608,810,655,649,446,683,368,425,491,340,1025,1211
739,389,935,750,420,446,683,368,456,491,340,901,1211
646,482,935,750,428,446,683,367,478,491,370,904,1259
648,482,935,750,491,446,680,317,552,491,496,821,1263
650,482,935,366,491,456,680,275,624,491,550,784,1079
650,482,830,471,491,379,655,280,645,491,581,819,1160
650,482,811,490,491,360,715,323,618,491,581,819,1174
650,482,793,508,491,360,747,383,757,491,596,541,1147
556,576,790,511,510,374,752,424,746,491,703,553,1108
556,573,793,498,510,375,784,477,743,491,950,552,1108
558,573,735,508,511,375,934,481,724,459,871,598,1137
600,573,538,705,515,375,995,481,643,453,905,616,1137
605,573,516,727,515,318,990,483,638,453,1257,616,1147
605,556,533,727,515,318,977,476,598,453,1400,616,1147
605,556,533,711,679,318,969,476,715,453,1421,529,1133
605,556,495,749,682,151,976,465,713,473,1411,530,1138
605,556,495,749,702,380,977,455,753,471,1412,530,941
605,556,490,754,760,352,961,438,753,517,1413,495,1098
605,556,490,747,734,352,928,493,695,703,1416,519,952
639,556,490,747,689,352,927,338,713,671,1465,444,1081
684,455,591,747,637,338,739,402,766,647,1651,275,1073
761,455,552,786,611,333,490,471,839,640,1702,228,1128
942,381,626,786,609,333,489,522,848,640,1720,227,1134
771,396,816,786,542,333,485,547,795,629,1666,225,1205
740,432,819,786,505,406,421,547,834,558,1716,247,1292
806,458,819,776,506,409,416,552,828,403,1739,356,1391
788,476,800,743,457,509,423,552,810,366,1857,502,1271
845,476,800,704,569,615,422,561,842,366,1886,505,1161
797,568,800,663,618,592,422,561,852,365,2073,505,1055
671,694,631,832,668,624,485,563,852,363,2089,504,1050
628,740,608,855,674,624,485,573,854,381,2072,527,1195
629,740,608,810,674,680,565,573,843,381,2111,527,1247
639,739,389,935,674,690,580,573,811,418,2138,520,1252
642,646,482,935,670,690,580,647,789,418,2154,515,1231
802,648,482,935,634,690,628,665,715,496,2127,515,1226
955,650,482,935,634,680,636,680,651,555,2080,515,1235
955,650,482,830,640,680,695,675,742,561,2049,480,1142
955,650,482,811,642,826,697,632,733,563,2049,480,1159
955,650,482,793,648,832,758,572,594,563,2034,479,1172
955,556,576,790,657,856,782,539,607,563,1984,465,1242
959,556,573,793,720,855,776,486,619,565,1742,535,1354
1143,558,573,735,729,873,885,482,629,592,1731,494,1467
1155,600,573,538,737,873,851,520,592,592,1697,512,1467
1187,605,573,516,737,893,927,518,592,624,1406,551,1550
1189,605,556,533,737,937,929,542,616,673,1228,611,1616
1349,605,556,533,573,946,929,569,499,717,1123,631,1650
1453,605,556,495,570,946,947,593,481,695,1132,631,1643
1547,605,556,495,550,716,946,593,440,680,1141,713,1642
1547,605,556,490,527,707,947,593,438,678,1144,796,1483
1558,605,556,490,553,826,924,499,457,501,1209,788,1503
1538,639,556,490,508,1158,906,607,452,492,1188,801,1409
1549,684,455,591,561,1221,993,619,399,432,1005,812,1355
1473,761,455,552,654,1252,1105,666,326,409,953,856,1303
1367,942,381,626,778,1270,1122,671,317,409,935,898,1297
1388,771,396,816,848,1373,1128,668,317,409,935,898,1228
1416,740,432,819,842,1403,1196,668,275,409,872,844,1244
1408,806,458,819,841,1452,1279,699,275,409,849,715,1164
1425,788,476,800,854,1500,1278,699,274,409,731,562,1110
1467,845,476,800,743,1412,1278,689,228,409,702,559,1242
1437,797,568,800,694,1394,1320,689,218,415,515,559,1276
1438,671,694,631,644,1362,1292,687,218,433,504,559,1290
1438,628,740,608,636,1362,1293,677,216,549,504,536,1181
1437,629,740,608,641,1306,1213,677,216,648,469,536,1251
1427,639,739,389,641,1296,1198,689,216,612,479,535,1263
1424,642,646,482,637,1296,1242,680,272,612,437,535,1249
1262,802,648,482,637,1296,1194,667,356,534,338,535,1247
1107,955,650,482,643,1296,1186,660,440,475,331,535,1271
1112,955,650,482,642,1296,1127,680,344,477,331,537,1272
1119,955,650,482,661,1150,1045,680,344,574,387,537,1240
1143,955,650,482,657,1144,947,680,344,587,412,552,1227
1316,955,556,576,630,1106,918,672,346,587,511,564,1157
1323,959,556,573,567,1106,892,672,365,608,509,493,1046
1214,1143,558,573,557,1088,633,672,402,581,524,496,903
1217,1155,600,573,541,1088,606,634,419,585,530,547,962
1180,1187,605,573,541,1090,529,642,419,553,572,508,918
1209,1189,605,556,541,1047,527,645,395,588,619,496,884
1049,1349,605,556,541,1040,527,629,411,567,624,609,854
1079,1453,605,556,541,1108,502,606,411,567,758,763,869
1040,1547,605,556,541,1111,627,640,411,565,841,681,869
1127,1547,605,556,520,1108,705,704,433,521,875,598,870
1119,1558,605,556,444,989,803,721,441,521,1048,582,946
1106,1538,639,556,436,657,832,595,428,522,1354,569,939
1050,1549,684,455,383,610,757,502,433,522,1398,558,948
1049,1473,761,455,290,580,714,386,433,522,1532,514,1147
974,1367,942,381,169,667,707,336,485,538,1532,472,1391
919,1388,771,396,99,588,777,314,485,576,1532,472,1343
886,1416,740,432,98,546,709,314,486,577,1532,472,1240
802,1408,806,458,98,497,704,278,517,660,1532,472,1221
798,1425,788,476,85,389,706,278,517,683,1532,472,1222
706,1467,845,476,84,367,735,278,532,703,1532,472,1104
692,1437,797,568,84,411,731,319,538,901,1532,472,1070
691,1438,671,694,84,430,698,319,578,1050,1527,472,1056
709,1438,628,740,84,430,704,319,578,1017,1528,472,1020
709,1437,629,740,88,434,712,319,578,985,1521,472,898
709,1427,639,739,88,448,712,307,578,1026,1493,507,881
774,1424,642,646,88,534,668,247,522,1079,1489,517,868
845,1262,802,648,81,654,746,374,515,1118,1489,517,871
845,1107,955,650,263,683,904,374,513,1127,1489,517,851
840,1112,955,650,365,690,959,354,506,1179,1517,563,863
833,1119,955,650,356,694,1014,380,650,1086,1506,586,868
815,1143,955,650,354,748,1015,387,650,1073,1500,573,954
645,1316,955,556,381,803,1015,387,635,1073,1372,572,1036
634,1323,959,556,750,803,1015,387,608,1050,1371,650,1124
602,1214,1143,558,750,815,1015,387,562,1072,1332,701,1188
549,1217,1155,600,750,815,1015,391,545,1080,1318,650,1172
549,1180,1187,605,750,793,1015,384,545,1102,1241,767,1200
519,1209,1189,605,750,792,1036,357,545,1026,1213,777,1205
535,1049,1349,605,750,790,1036,346,530,1016,1279,642,1197
