Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7,Accum_y-8
445,1462,970,1238,252,272,341,1217,1302,266,229,700,1237,793,839,1028,1044,1160,927
551,1281,1165,1182,318,271,343,911,1608,266,229,728,1237,790,812,963,1062,1093,1010
551,1247,1083,1258,358,270,344,860,1659,266,229,714,1199,793,809,974,1132,1093,982
604,1246,1084,1214,402,253,357,852,1671,266,229,712,1196,735,922,1304,1113,1093,982
605,1246,1084,1193,423,208,357,897,1669,207,245,718,1302,538,922,1268,1113,1092,983
608,1178,1152,1099,517,208,283,948,1690,126,270,753,1326,516,941,1267,1363,1044,1022
608,1178,1152,1004,612,208,187,1015,1719,124,251,805,1326,533,943,1267,1469,1087,1097
426,1360,1152,926,690,208,178,1006,1737,124,251,861,1474,533,871,1267,1553,1087,1112
394,1392,1152,770,846,205,181,985,1758,124,251,822,1829,495,692,1267,1539,1043,1124
395,1390,1154,701,915,200,186,967,1776,124,251,822,1722,495,639,1223,1666,904,1221
357,1375,1206,700,917,194,192,964,1779,120,255,822,1777,490,639,1179,1748,470,1249
421,1374,1207,700,917,194,183,973,1779,96,279,817,1787,490,639,1179,1748,469,1278
397,1398,1162,701,961,194,183,973,1778,97,279,817,1784,490,639,1179,1748,469,1278
396,1399,1159,704,961,194,183,968,1783,97,279,817,1784,591,627,1179,1736,469,1278
396,1399,1159,472,1193,194,183,925,1826,97,279,811,1761,552,685,1087,1682,469,1278
407,1402,877,754,1193,192,154,941,1841,93,283,770,1761,626,687,1196,1670,468,1271
296,1392,980,772,1186,198,155,904,1872,87,295,639,1719,816,473,1202,1391,468,1252
290,1339,1038,695,1264,161,174,903,1883,95,295,540,1658,819,683,1207,1391,409,1252
287,1340,961,708,1330,133,202,708,2057,116,295,579,1696,819,741,912,1391,409,1252
287,1197,1062,750,1330,133,202,653,2057,167,299,440,1877,800,758,871,1390,354,1229
281,1194,1071,748,1327,119,221,597,1690,579,310,401,1921,800,713,847,1390,326,1229
281,1191,1074,717,1358,119,221,380,1871,589,336,402,1922,800,713,751,1376,327,1229
281,1106,1159,717,1303,174,221,341,1902,564,369,656,1922,631,713,771,1320,658,1233
342,906,1215,819,1297,218,224,323,1787,698,311,642,1882,608,707,772,1239,759,1239
383,610,1508,822,1275,238,226,308,1792,708,306,651,1565,608,1057,767,1234,776,1167
383,459,1592,889,1196,317,226,303,1719,784,293,633,1565,389,1283,767,1138,673,1081
390,443,1614,889,1196,317,226,303,1719,784,271,633,1453,482,1283,767,1020,560,1053
410,438,1609,857,1238,316,227,303,1715,788,270,633,1379,482,1275,716,1022,610,1056
454,437,1480,963,1262,316,227,292,1654,860,269,676,1376,482,1274,659,1020,652,875
454,437,1480,960,1265,316,224,290,1464,1055,268,734,1261,482,1268,710,867,652,836
454,437,1479,954,1260,312,221,309,1311,1208,266,753,1249,482,1268,729,878,652,641
446,445,1462,970,1238,252,272,341,1217,1302,266,753,1249,482,1227,679,860,631,641
315,551,1281,1165,1182,318,271,343,911,1608,266,723,1249,576,1209,668,842,631,539
335,551,1247,1083,1258,358,270,344,860,1659,266,723,1249,573,1209,590,772,631,518
323,604,1246,1084,1214,402,253,357,852,1671,266,723,1247,573,1096,256,771,631,537
322,605,1246,1084,1193,423,208,357,897,1669,207,698,1206,573,1100,255,771,629,654
349,608,1178,1152,1099,517,208,283,948,1690,126,663,1386,573,1081,312,527,628,620
418,608,1178,1152,1004,612,208,187,1015,1719,124,599,1387,556,1079,312,434,575,562
667,426,1360,1152,926,690,208,178,1006,1737,124,458,1212,556,1079,312,358,575,539
728,394,1392,1152,770,846,205,181,985,1758,124,458,858,556,1079,479,358,586,549
763,395,1390,1154,701,915,200,186,967,1776,124,458,839,556,1079,489,184,596,453
763,357,1375,1206,700,917,194,192,964,1779,120,458,763,556,1079,530,118,613,427
699,421,1374,1207,700,917,194,183,973,1779,96,458,812,556,1155,530,174,652,456
706,397,1398,1162,701,961,194,183,973,1778,97,458,825,556,1253,530,193,825,456
767,396,1399,1159,704,961,194,183,968,1783,97,458,959,455,1302,544,381,842,456
962,396,1399,1159,472,1193,194,183,925,1826,97,458,959,455,1264,549,630,842,456
951,407,1402,877,754,1193,192,154,941,1841,93,443,959,381,1190,440,609,842,456
986,296,1392,980,772,1186,198,155,904,1872,87,501,988,396,1257,434,613,842,509
1014,290,1339,1038,695,1264,161,174,903,1883,95,505,989,432,1091,429,677,842,512
1034,287,1340,961,708,1330,133,202,708,2057,116,478,951,458,1033,420,682,842,518
1040,287,1197,1062,750,1330,133,202,653,2057,167,500,770,476,1065,420,682,842,537
1040,281,1194,1071,748,1327,119,221,597,1690,579,490,718,476,1065,425,683,843,551
1066,281,1191,1074,717,1358,119,221,380,1871,589,490,717,568,1065,476,683,842,551
1184,281,1106,1159,717,1303,174,221,341,1902,564,237,717,694,1065,447,683,511,420
1170,342,906,1215,819,1297,218,224,323,1787,698,239,717,740,1052,446,683,398,414
1373,383,610,1508,822,1275,238,226,308,1792,708,229,689,740,649,446,683,368,425
1402,383,459,1592,889,1196,317,226,303,1719,784,229,689,739,420,446,683,368,456
1397,390,443,1614,889,1196,317,226,303,1719,784,229,720,646,428,446,683,367,478
1380,410,438,1609,857,1238,316,227,303,1715,788,229,722,648,491,446,680,317,552
1336,454,437,1480,963,1262,316,227,292,1654,860,245,634,650,491,456,680,275,624
1336,454,437,1480,960,1265,316,224,290,1464,1055,270,634,650,491,379,655,280,645
1336,454,437,1479,954,1260,312,221,309,1311,1208,251,727,650,491,360,715,323,618
1336,446,445,1462,970,1238,252,272,341,1217,1302,251,762,650,491,360,747,383,757
1336,315,551,1281,1165,1182,318,271,343,911,1608,251,762,556,510,374,752,424,746
1316,335,551,1247,1083,1258,358,270,344,860,1659,251,762,556,510,375,784,477,743
1275,323,604,1246,1084,1214,402,253,357,852,1671,255,799,558,511,375,934,481,724
1275,322,605,1246,1084,1193,423,208,357,897,1669,279,730,600,515,375,995,481,643
1248,349,608,1178,1152,1099,517,208,283,948,1690,279,526,605,515,318,990,483,638
1180,418,608,1178,1152,1004,612,208,187,1015,1719,279,525,605,515,318,977,476,598
931,667,426,1360,1152,926,690,208,178,1006,1737,279,512,605,679,318,969,476,715
882,728,394,1392,1152,770,846,205,181,985,1758,283,511,605,682,151,976,465,713
896,763,395,1390,1154,701,915,200,186,967,1776,295,507,605,702,380,977,455,753
896,763,357,1375,1206,700,917,194,192,964,1779,295,523,605,760,352,961,438,753
896,699,421,1374,1207,700,917,194,183,973,1779,295,531,605,734,352,928,493,695
1043,706,397,1398,1162,701,961,194,183,973,1778,299,518,639,689,352,927,338,713
1121,767,396,1399,1159,704,961,194,183,968,1783,310,385,684,637,338,739,402,766
947,962,396,1399,1159,472,1193,194,183,925,1826,336,406,761,611,333,490,471,839
977,951,407,1402,877,754,1193,192,154,941,1841,369,423,942,609,333,489,522,848
942,986,296,1392,980,772,1186,198,155,904,1872,311,394,771,542,333,485,547,795
927,1014,290,1339,1038,695,1264,161,174,903,1883,306,519,740,505,406,421,547,834
907,1034,287,1340,961,708,1330,133,202,708,2057,293,627,806,506,409,416,552,828
901,1040,287,1197,1062,750,1330,133,202,653,2057,271,708,788,457,509,423,552,810
990,1040,281,1194,1071,748,1327,119,221,597,1690,270,804,845,569,615,422,561,842
964,1066,281,1191,1074,717,1358,119,221,380,1871,269,858,797,618,592,422,561,852
846,1184,281,1106,1159,717,1303,174,221,341,1902,268,1013,671,668,624,485,563,852
799,1170,342,906,1215,819,1297,218,224,323,1787,266,1046,628,674,624,485,573,854
555,1373,383,610,1508,822,1275,238,226,308,1792,266,1134,629,674,680,565,573,843
526,1402,383,459,1592,889,1196,317,226,303,1719,266,1138,639,674,690,580,573,811
518,1397,390,443,1614,889,1196,317,226,303,1719,266,1108,642,670,690,580,647,789
515,1380,410,438,1609,857,1238,316,227,303,1715,266,1034,802,634,690,628,665,715
528,1336,454,437,1480,963,1262,316,227,292,1654,207,1034,955,634,680,636,680,651
528,1336,454,437,1480,960,1265,316,224,290,1464,126,1035,955,640,680,695,675,742
528,1336,454,437,1479,954,1260,312,221,309,1311,124,944,955,642,826,697,632,733
544,1336,446,445,1462,970,1238,252,272,341,1217,124,909,955,648,832,758,572,594
545,1336,315,551,1281,1165,1182,318,271,343,911,124,909,955,657,856,782,539,607
545,1316,335,551,1247,1083,1258,358,270,344,860,124,924,959,720,855,776,486,619
545,1275,323,604,1246,1084,1214,402,253,357,852,120,888,1143,729,873,885,482,629
545,1275,322,605,1246,1084,1193,423,208,357,897,96,888,1155,737,873,851,520,592
668,1248,349,608,1178,1152,1099,517,208,283,948,97,890,1187,737,893,927,518,592
670,1180,418,608,1178,1152,1004,612,208,187,1015,97,891,1189,737,937,929,542,616
670,931,667,426,1360,1152,926,690,208,178,1006,97,893,1349,573,946,929,569,499
658,882,728,394,1392,1152,770,846,205,181,985,93,893,1453,570,946,947,593,481
608,896,763,395,1390,1154,701,915,200,186,967,87,930,1547,550,716,946,593,440
690,896,763,357,1375,1206,700,917,194,192,964,95,915,1547,527,707,947,593,438
693,896,699,421,1374,1207,700,917,194,183,973,116,848,1558,553,826,924,499,457
562,1043,706,397,1398,1162,701,961,194,183,973,167,850,1538,508,1158,906,607,452
504,1121,767,396,1399,1159,704,961,194,183,968,579,849,1549,561,1221,993,619,399
511,947,962,396,1399,1159,472,1193,194,183,925,589,832,1473,654,1252,1105,666,326
478,977,951,407,1402,877,754,1193,192,154,941,564,820,1367,778,1270,1122,671,317
491,942,986,296,1392,980,772,1186,198,155,904,698,821,1388,848,1373,1128,668,317
478,927,1014,290,1339,1038,695,1264,161,174,903,708,722,1416,842,1403,1196,668,275
497,907,1034,287,1340,961,708,1330,133,202,708,784,754,1408,841,1452,1279,699,275
513,901,1040,287,1197,1062,750,1330,133,202,653,784,702,1425,854,1500,1278,699,274
424,990,1040,281,1194,1071,748,1327,119,221,597,788,612,1467,743,1412,1278,689,228
424,964,1066,281,1191,1074,717,1358,119,221,380,860,559,1437,694,1394,1320,689,218
425,846,1184,281,1106,1159,717,1303,174,221,341,1055,410,1438,644,1362,1292,687,218
573,799,1170,342,906,1215,819,1297,218,224,323,1208,388,1438,636,1362,1293,677,216
693,555,1373,383,610,1508,822,1275,238,226,308,1302,306,1437,641,1306,1213,677,216
778,526,1402,383,459,1592,889,1196,317,226,303,1608,302,1427,641,1296,1198,689,216
936,518,1397,390,443,1614,889,1196,317,226,303,1659,332,1424,637,1296,1242,680,272
937,515,1380,410,438,1609,857,1238,316,227,303,1671,347,1262,637,1296,1194,667,356
925,528,1336,454,437,1480,963,1262,316,227,292,1669,377,1107,643,1296,1186,660,440
989,528,1336,454,437,1480,960,1265,316,224,290,1690,480,1112,642,1296,1127,680,344
1032,528,1336,454,437,1479,954,1260,312,221,309,1719,495,1119,661,1150,1045,680,344
1146,544,1336,446,445,1462,970,1238,252,272,341,1737,577,1143,657,1144,947,680,344
1162,545,1336,315,551,1281,1165,1182,318,271,343,1758,717,1316,630,1106,918,672,346
1162,545,1316,335,551,1247,1083,1258,358,270,344,1776,809,1323,567,1106,892,672,365
1289,545,1275,323,604,1246,1084,1214,402,253,357,1779,883,1214,557,1088,633,672,402
1352,545,1275,322,605,1246,1084,1193,423,208,357,1779,884,1217,541,1088,606,634,419
1460,668,1248,349,608,1178,1152,1099,517,208,283,1778,882,1180,541,1090,529,642,419
1491,670,1180,418,608,1178,1152,1004,612,208,187,1783,883,1209,541,1047,527,645,395
1493,670,931,667,426,1360,1152,926,690,208,178,1826,887,1049,541,1040,527,629,411
1533,658,882,728,394,1392,1152,770,846,205,181,1841,889,1079,541,1108,502,606,411
1533,608,896,763,395,1390,1154,701,915,200,186,1872,852,1040,541,1111,627,640,411
1452,690,896,763,357,1375,1206,700,917,194,192,1883,851,1127,520,1108,705,704,433
