Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,Accum_y-1,Accum_y-2
473,904,1138,345,747,1040,1071,746,1202,1391
683,904,1138,345,747,989,1087,780,1207,1391
741,904,916,567,747,945,920,991,912,1391
758,864,870,653,715,977,917,994,871,1390
713,879,895,658,598,1094,917,978,847,1390
713,879,895,658,579,1112,846,1049,751,1376
713,874,900,658,579,1112,704,1086,771,1320
707,828,967,658,532,1158,463,1304,772,1239
1057,877,971,658,532,1108,513,1243,767,1234
1283,880,883,746,521,917,715,1240,767,1138
1283,880,883,746,515,852,786,1200,767,1020
1275,888,805,824,453,888,812,1199,716,1022
1274,869,808,841,360,930,863,1145,659,1020
1268,865,765,836,392,927,892,1126,710,867
1268,864,766,810,418,811,1008,1126,729,878
1227,839,832,805,423,801,1018,1122,679,860
1209,812,820,846,437,803,1018,1108,668,842
1209,809,821,848,379,857,1022,1022,590,772
1096,922,821,848,378,825,1055,902,256,771
1100,922,793,876,331,696,1231,873,255,771
1081,941,793,876,331,673,1254,866,312,527
1079,943,793,869,326,685,1232,884,312,434
1079,871,622,1109,321,674,1251,830,312,358
1079,692,801,1100,330,674,1251,775,479,358
1079,639,854,1063,367,669,1256,775,489,184
1079,639,854,1044,386,598,1327,763,530,118
1155,639,854,977,291,716,1358,776,530,174
1253,639,854,906,354,724,1299,835,530,193
1302,627,869,906,341,730,1306,835,544,381
1264,685,704,1077,318,747,1233,914,549,630
1190,687,690,1153,330,747,1068,1079,440,609
1257,473,904,1138,345,747,1040,1071,434,613
1091,683,904,1138,345,747,989,1087,429,677
1033,741,904,916,567,747,945,920,420,682
1065,758,864,870,653,715,977,917,420,682
1065,713,879,895,658,598,1094,917,425,683
1065,713,879,895,658,579,1112,846,476,683
1065,713,874,900,658,579,1112,704,447,683
1052,707,828,967,658,532,1158,463,446,683
649,1057,877,971,658,532,1108,513,446,683
420,1283,880,883,746,521,917,715,446,683
428,1283,880,883,746,515,852,786,446,683
491,1275,888,805,824,453,888,812,446,680
491,1274,869,808,841,360,930,863,456,680
491,1268,865,765,836,392,927,892,379,655
491,1268,864,766,810,418,811,1008,360,715
491,1227,839,832,805,423,801,1018,360,747
510,1209,812,820,846,437,803,1018,374,752
510,1209,809,821,848,379,857,1022,375,784
511,1096,922,821,848,378,825,1055,375,934
515,1100,922,793,876,331,696,1231,375,995
515,1081,941,793,876,331,673,1254,318,990
515,1079,943,793,869,326,685,1232,318,977
679,1079,871,622,1109,321,674,1251,318,969
682,1079,692,801,1100,330,674,1251,151,976
702,1079,639,854,1063,367,669,1256,380,977
760,1079,639,854,1044,386,598,1327,352,961
734,1155,639,854,977,291,716,1358,352,928
689,1253,639,854,906,354,724,1299,352,927
637,1302,627,869,906,341,730,1306,338,739
611,1264,685,704,1077,318,747,1233,333,490
609,1190,687,690,1153,330,747,1068,333,489
542,1257,473,904,1138,345,747,1040,333,485
505,1091,683,904,1138,345,747,989,406,421
506,1033,741,904,916,567,747,945,409,416
457,1065,758,864,870,653,715,977,509,423
569,1065,713,879,895,658,598,1094,615,422
618,1065,713,879,895,658,579,1112,592,422
668,1065,713,874,900,658,579,1112,624,485
674,1052,707,828,967,658,532,1158,624,485
674,649,1057,877,971,658,532,1108,680,565
674,420,1283,880,883,746,521,917,690,580
670,428,1283,880,883,746,515,852,690,580
634,491,1275,888,805,824,453,888,690,628
634,491,1274,869,808,841,360,930,680,636
640,491,1268,865,765,836,392,927,680,695
642,491,1268,864,766,810,418,811,826,697
648,491,1227,839,832,805,423,801,832,758
657,510,1209,812,820,846,437,803,856,782
720,510,1209,809,821,848,379,857,855,776
729,511,1096,922,821,848,378,825,873,885
737,515,1100,922,793,876,331,696,873,851
737,515,1081,941,793,876,331,673,893,927
737,515,1079,943,793,869,326,685,937,929
573,679,1079,871,622,1109,321,674,946,929
570,682,1079,692,801,1100,330,674,946,947
550,702,1079,639,854,1063,367,669,716,946
527,760,1079,639,854,1044,386,598,707,947
553,734,1155,639,854,977,291,716,826,924
508,689,1253,639,854,906,354,724,1158,906
561,637,1302,627,869,906,341,730,1221,993
654,611,1264,685,704,1077,318,747,1252,1105
778,609,1190,687,690,1153,330,747,1270,1122
848,542,1257,473,904,1138,345,747,1373,1128
842,505,1091,683,904,1138,345,747,1403,1196
841,506,1033,741,904,916,567,747,1452,1279
854,457,1065,758,864,870,653,715,1500,1278
743,569,1065,713,879,895,658,598,1412,1278
694,618,1065,713,879,895,658,579,1394,1320
644,668,1065,713,874,900,658,579,1362,1292
636,674,1052,707,828,967,658,532,1362,1293
641,674,649,1057,877,971,658,532,1306,1213
641,674,420,1283,880,883,746,521,1296,1198
637,670,428,1283,880,883,746,515,1296,1242
637,634,491,1275,888,805,824,453,1296,1194
643,634,491,1274,869,808,841,360,1296,1186
642,640,491,1268,865,765,836,392,1296,1127
661,642,491,1268,864,766,810,418,1150,1045
657,648,491,1227,839,832,805,423,1144,947
630,657,510,1209,812,820,846,437,1106,918
567,720,510,1209,809,821,848,379,1106,892
557,729,511,1096,922,821,848,378,1088,633
541,737,515,1100,922,793,876,331,1088,606
541,737,515,1081,941,793,876,331,1090,529
541,737,515,1079,943,793,869,326,1047,527
541,573,679,1079,871,622,1109,321,1040,527
541,570,682,1079,692,801,1100,330,1108,502
541,550,702,1079,639,854,1063,367,1111,627
520,527,760,1079,639,854,1044,386,1108,705
444,553,734,1155,639,854,977,291,989,803
436,508,689,1253,639,854,906,354,657,832
383,561,637,1302,627,869,906,341,610,757
290,654,611,1264,685,704,1077,318,580,714
169,778,609,1190,687,690,1153,330,667,707
99,848,542,1257,473,904,1138,345,588,777
98,842,505,1091,683,904,1138,345,546,709
98,841,506,1033,741,904,916,567,497,704
85,854,457,1065,758,864,870,653,389,706
84,743,569,1065,713,879,895,658,367,735
84,694,618,1065,713,879,895,658,411,731
84,644,668,1065,713,874,900,658,430,698
84,636,674,1052,707,828,967,658,430,704
88,641,674,649,1057,877,971,658,434,712
88,641,674,420,1283,880,883,746,448,712
88,637,670,428,1283,880,883,746,534,668
81,637,634,491,1275,888,805,824,654,746
263,643,634,491,1274,869,808,841,683,904
365,642,640,491,1268,865,765,836,690,959
356,661,642,491,1268,864,766,810,694,1014
354,657,648,491,1227,839,832,805,748,1015
381,630,657,510,1209,812,820,846,803,1015
750,567,720,510,1209,809,821,848,803,1015
750,557,729,511,1096,922,821,848,815,1015
750,541,737,515,1100,922,793,876,815,1015
750,541,737,515,1081,941,793,876,793,1015
750,541,737,515,1079,943,793,869,792,1036
750,541,573,679,1079,871,622,1109,790,1036
750,541,570,682,1079,692,801,1100,722,1039
750,541,550,702,1079,639,854,1063,746,914
736,520,527,760,1079,639,854,1044,780,836
736,444,553,734,1155,639,854,977,991,738
764,436,508,689,1253,639,854,906,994,709
771,383,561,637,1302,627,869,906,978,697
778,290,654,611,1264,685,704,1077,1049,628
775,169,778,609,1190,687,690,1153,1086,622
775,99,848,542,1257,473,904,1138,1304,591
786,98,842,505,1091,683,904,1138,1243,601
786,98,841,506,1033,741,904,916,1240,707
888,85,854,457,1065,758,864,870,1200,706
1042,84,743,569,1065,713,879,895,1199,704
1063,84,694,618,1065,713,879,895,1145,801
1083,84,644,668,1065,713,874,900,1126,914
1086,84,636,674,1052,707,828,967,1126,930
1077,88,641,674,649,1057,877,971,1122,1066
1080,88,641,674,420,1283,880,883,1108,1066
1148,88,637,670,428,1283,880,883,1022,1066
1139,81,637,634,491,1275,888,805,902,988
951,263,643,634,491,1274,869,808,873,830
848,365,642,640,491,1268,865,765,866,775
837,356,661,642,491,1268,864,766,884,720
837,354,657,648,491,1227,839,832,830,732
835,381,630,657,510,1209,812,820,775,732
485,750,567,720,510,1209,809,821,775,777
485,750,557,729,511,1096,922,821,763,880
485,750,541,737,515,1100,922,793,776,999
485,750,541,737,515,1081,941,793,835,1016
489,750,541,737,515,1079,943,793,835,1042
489,750,541,573,679,1079,871,622,914,1206
508,750,541,570,682,1079,692,801,1079,1294
510,750,541,550,702,1079,639,854,1071,1328
510,736,520,527,760,1079,639,854,1087,1412
632,736,444,553,734,1155,639,854,920,1412
672,764,436,508,689,1253,639,854,917,1429
720,771,383,561,637,1302,627,869,917,1499
713,778,290,654,611,1264,685,704,846,1523
765,775,169,778,609,1190,687,690,704,1519
780,775,99,848,542,1257,473,904,463,1509
837,786,98,842,505,1091,683,904,513,1499
838,786,98,841,506,1033,741,904,715,1315
743,888,85,854,457,1065,758,864,786,1308
592,1042,84,743,569,1065,713,879,812,1281
571,1063,84,694,618,1065,713,879,863,1146
551,1083,84,644,668,1065,713,874,892,1031
548,1086,84,636,674,1052,707,828,1008,1008
548,1077,88,641,674,649,1057,877,1018,870
545,1080,88,641,674,420,1283,880,1018,920
477,1148,88,637,670,428,1283,880,1022,955
466,1139,81,637,634,491,1275,888,1055,992
466,951,263,643,634,491,1274,869,1231,992
462,848,365,642,640,491,1268,865,1254,1207
534,837,356,661,642,491,1268,864,1232,1211
547,837,354,657,648,491,1227,839,1251,1219
571,835,381,630,657,510,1209,812,1251,1224
600,485,750,567,720,510,1209,809,1256,1179
622,485,750,557,729,511,1096,922,1327,1076
648,485,750,541,737,515,1100,922,1358,976
654,485,750,541,737,515,1081,941,1299,972
650,489,750,541,737,515,1079,943,1306,954
650,489,750,541,573,679,1079,871,1233,831
631,508,750,541,570,682,1079,692,1068,740
629,510,750,541,550,702,1079,639,1040,706
629,510,736,520,527,760,1079,639,989,621
507,632,736,444,553,734,1155,639,945,621
439,672,764,436,508,689,1253,639,977,604
384,720,771,383,561,637,1302,627,1094,534
388,713,778,290,654,611,1264,685,1112,510
340,765,775,169,778,609,1190,687,1112,510
326,780,775,99,848,542,1257,473,1158,475
258,837,786,98,842,505,1091,683,1108,475
257,838,786,98,841,506,1033,741,917,475
250,743,888,85,854,457,1065,758,852,475
247,592,1042,84,743,569,1065,713,888,475
247,571,1063,84,694,618,1065,713,930,475
247,551,1083,84,644,668,1065,713,927,475
290,548,1086,84,636,674,1052,707,811,475
492,548,1077,88,641,674,649,1057,801,469
578,545,1080,88,641,674,420,1283,803,419
578,477,1148,88,637,670,428,1283,857,384
578,466,1139,81,637,634,491,1275,825,347
578,466,951,263,643,634,491,1274,696,347
578,462,848,365,642,640,491,1268,673,132
505,534,837,356,661,642,491,1268,685,128
492,547,837,354,657,648,491,1227,674,107
448,571,835,381,630,657,510,1209,674,102
471,600,485,750,567,720,510,1209,669,102
451,622,485,750,557,729,511,1096,598,102
479,648,485,750,541,737,515,1100,716,83
473,654,485,750,541,737,515,1081,724,136
473,650,489,750,541,737,515,1079,730,107
473,650,489,750,541,573,679,1079,747,66
473,631,508,750,541,570,682,1079,747,66
473,629,510,750,541,550,702,1079,747,66
473,629,510,736,520,527,760,1079,747,90
475,507,632,736,444,553,734,1155,747,92
475,439,672,764,436,508,689,1253,715,92
475,384,720,771,383,561,637,1302,598,198
476,388,713,778,290,654,611,1264,579,279
540,340,765,775,169,778,609,1190,579,370
683,326,780,775,99,848,542,1257,532,370
721,258,837,786,98,842,505,1091,532,398
776,257,838,786,98,841,506,1033,521,413
776,250,743,888,85,854,457,1065,515,433
935,247,592,1042,84,743,569,1065,453,444
983,247,571,1063,84,694,618,1065,360,479
983,247,551,1083,84,644,668,1065,392,638
945,290,548,1086,84,636,674,1052,418,724
743,492,548,1077,88,641,674,649,423,724
662,578,545,1080,88,641,674,420,437,762
662,578,477,1148,88,637,670,428,379,902
703,578,466,1139,81,637,634,491,378,903
703,578,466,951,263,643,634,491,331,903
703,578,462,848,365,642,640,491,331,903
703,505,534,837,356,661,642,491,326,903
703,492,547,837,354,657,648,491,321,951
709,448,571,835,381,630,657,510,330,1112
639,471,600,485,750,567,720,510,367,1159
648,451,622,485,750,557,729,511,386,1177
594,479,648,485,750,541,737,515,291,1183
594,473,654,485,750,541,737,515,354,1123
594,473,650,489,750,541,737,515,341,1195
594,473,650,489,750,541,573,679,318,1443
594,473,631,508,750,541,570,682,330,1443
594,473,629,510,750,541,550,702,345,1443
594,473,629,510,736,520,527,760,345,1419
592,475,507,632,736,444,553,734,567,1417
650,475,439,672,764,436,508,689,653,1417
685,475,384,720,771,383,561,637,658,1311
684,476,388,713,778,290,654,611,658,1261
661,540,340,765,775,169,778,609,658,1204
711,683,326,780,775,99,848,542,658,1278
757,721,258,837,786,98,842,505,658,1250
702,776,257,838,786,98,841,506,746,1235
702,776,250,743,888,85,854,457,746,1220
543,935,247,592,1042,84,743,569,824,1237
879,983,247,571,1063,84,694,618,841,1290
879,983,247,551,1083,84,644,668,836,1175
874,945,290,548,1086,84,636,674,810,1213
874,743,492,548,1077,88,641,674,805,1267
869,662,578,545,1080,88,641,674,846,1230
882,662,578,477,1148,88,637,670,848,1122
889,703,578,466,1139,81,637,634,848,1173
889,703,578,466,951,263,643,634,876,1266
889,703,578,462,848,365,642,640,876,1383
889,703,505,534,837,356,661,642,869,1425
905,703,492,547,837,354,657,648,1109,1448
893,709,448,571,835,381,630,657,1100,1409
892,639,471,600,485,750,567,720,1063,1376
881,648,451,622,485,750,557,729,1044,1399
888,594,479,648,485,750,541,737,977,1401
888,594,473,654,485,750,541,737,906,1398
888,594,473,650,489,750,541,737,906,1374
888,594,473,650,489,750,541,573,1077,1320
888,594,473,631,508,750,541,570,1153,1495
888,594,473,629,510,750,541,550,1138,1529
888,594,473,629,510,736,520,527,1138,1589
898,592,475,507,632,736,444,553,916,1618
892,650,475,439,672,764,436,508,870,1618
896,685,475,384,720,771,383,561,895,1713
933,684,476,388,713,778,290,654,895,1689
888,661,540,340,765,775,169,778,900,1656
694,711,683,326,780,775,99,848,967,1583
655,757,721,258,837,786,98,842,971,1591
750,702,776,257,838,786,98,841,883,1593
750,702,776,250,743,888,85,854,883,1588
750,543,935,247,592,1042,84,743,805,1560
366,879,983,247,571,1063,84,694,808,1472
471,879,983,247,551,1083,84,644,765,1428
490,874,945,290,548,1086,84,636,766,1304
508,874,743,492,548,1077,88,641,832,1307
511,869,662,578,545,1080,88,641,820,1382
498,882,662,578,477,1148,88,637,821,1417
508,889,703,578,466,1139,81,637,821,1369
705,889,703,578,466,951,263,643,793,1313
727,889,703,578,462,848,365,642,793,1197
727,889,703,505,534,837,356,661,793,1155
711,905,703,492,547,837,354,657,622,1084
749,893,709,448,571,835,381,630,801,962
749,892,639,471,600,485,750,567,854,992
754,881,648,451,622,485,750,557,854,995
747,888,594,479,648,485,750,541,854,987
747,888,594,473,654,485,750,541,854,984
747,888,594,473,650,489,750,541,869,936
786,888,594,473,650,489,750,541,704,834
786,888,594,473,631,508,750,541,690,659
786,888,594,473,629,510,750,541,904,625
786,888,594,473,629,510,736,520,904,565
776,898,592,475,507,632,736,444,904,840
743,892,650,475,439,672,764,436,864,881
704,896,685,475,384,720,771,383,879,810
663,933,684,476,388,713,778,290,879,899
832,888,661,540,340,765,775,169,874,907
855,694,711,683,326,780,775,99,828,906
810,655,757,721,258,837,786,98,877,903
935,750,702,776,257,838,786,98,880,901
935,750,702,776,250,743,888,85,880,901
935,750,543,935,247,592,1042,84,888,952
935,366,879,983,247,571,1063,84,869,1009
830,471,879,983,247,551,1083,84,865,1035
811,490,874,945,290,548,1086,84,864,1035
793,508,874,743,492,548,1077,88,839,1028
790,511,869,662,578,545,1080,88,812,963
793,498,882,662,578,477,1148,88,809,974
735,508,889,703,578,466,1139,81,922,1304
538,705,889,703,578,466,951,263,922,1268
516,727,889,703,578,462,848,365,941,1267
533,727,889,703,505,534,837,356,943,1267
533,711,905,703,492,547,837,354,871,1267
495,749,893,709,448,571,835,381,692,1267
495,749,892,639,471,600,485,750,639,1223
490,754,881,648,451,622,485,750,639,1179
490,747,888,594,479,648,485,750,639,1179
490,747,888,594,473,654,485,750,639,1179
591,747,888,594,473,650,489,750,627,1179
552,786,888,594,473,650,489,750,685,1087
626,786,888,594,473,631,508,750,687,1196
816,786,888,594,473,629,510,750,473,1202
819,786,888,594,473,629,510,736,683,1207
819,776,898,592,475,507,632,736,741,912
800,743,892,650,475,439,672,764,758,871
800,704,896,685,475,384,720,771,713,847
800,663,933,684,476,388,713,778,713,751
631,832,888,661,540,340,765,775,713,771
608,855,694,711,683,326,780,775,707,772
608,810,655,757,721,258,837,786,1057,767
389,935,750,702,776,257,838,786,1283,767
482,935,750,702,776,250,743,888,1283,767
482,935,750,543,935,247,592,1042,1275,716
482,935,366,879,983,247,571,1063,1274,659
482,830,471,879,983,247,551,1083,1268,710
482,811,490,874,945,290,548,1086,1268,729
482,793,508,874,743,492,548,1077,1227,679
576,790,511,869,662,578,545,1080,1209,668
573,793,498,882,662,578,477,1148,1209,590
573,735,508,889,703,578,466,1139,1096,256
573,538,705,889,703,578,466,951,1100,255
573,516,727,889,703,578,462,848,1081,312
556,533,727,889,703,505,534,837,1079,312
556,533,711,905,703,492,547,837,1079,312
556,495,749,893,709,448,571,835,1079,479
556,495,749,892,639,471,600,485,1079,489
556,490,754,881,648,451,622,485,1079,530
556,490,747,888,594,479,648,485,1155,530
556,490,747,888,594,473,654,485,1253,530
455,591,747,888,594,473,650,489,1302,544
455,552,786,888,594,473,650,489,1264,549
381,626,786,888,594,473,631,508,1190,440
396,816,786,888,594,473,629,510,1257,434
432,819,786,888,594,473,629,510,1091,429
458,819,776,898,592,475,507,632,1033,420
476,800,743,892,650,475,439,672,1065,420
476,800,704,896,685,475,384,720,1065,425
568,800,663,933,684,476,388,713,1065,476
694,631,832,888,661,540,340,765,1065,447
740,608,855,694,711,683,326,780,1052,446
740,608,810,655,757,721,258,837,649,446
739,389,935,750,702,776,257,838,420,446
646,482,935,750,702,776,250,743,428,446
648,482,935,750,543,935,247,592,491,446
650,482,935,366,879,983,247,571,491,456
650,482,830,471,879,983,247,551,491,379
650,482,811,490,874,945,290,548,491,360
650,482,793,508,874,743,492,548,491,360
556,576,790,511,869,662,578,545,510,374
556,573,793,498,882,662,578,477,510,375
558,573,735,508,889,703,578,466,511,375
600,573,538,705,889,703,578,466,515,375
605,573,516,727,889,703,578,462,515,318
605,556,533,727,889,703,505,534,515,318
605,556,533,711,905,703,492,547,679,318
605,556,495,749,893,709,448,571,682,151
605,556,495,749,892,639,471,600,702,380
605,556,490,754,881,648,451,622,760,352
605,556,490,747,888,594,479,648,734,352
639,556,490,747,888,594,473,654,689,352
684,455,591,747,888,594,473,650,637,338
761,455,552,786,888,594,473,650,611,333
942,381,626,786,888,594,473,631,609,333
771,396,816,786,888,594,473,629,542,333
740,432,819,786,888,594,473,629,505,406
806,458,819,776,898,592,475,507,506,409
788,476,800,743,892,650,475,439,457,509
845,476,800,704,896,685,475,384,569,615
797,568,800,663,933,684,476,388,618,592
671,694,631,832,888,661,540,340,668,624
628,740,608,855,694,711,683,326,674,624
629,740,608,810,655,757,721,258,674,680
639,739,389,935,750,702,776,257,674,690
642,646,482,935,750,702,776,250,670,690
802,648,482,935,750,543,935,247,634,690
955,650,482,935,366,879,983,247,634,680
955,650,482,830,471,879,983,247,640,680
955,650,482,811,490,874,945,290,642,826
955,650,482,793,508,874,743,492,648,832
955,556,576,790,511,869,662,578,657,856
959,556,573,793,498,882,662,578,720,855
1143,558,573,735,508,889,703,578,729,873
1155,600,573,538,705,889,703,578,737,873
1187,605,573,516,727,889,703,578,737,893
1189,605,556,533,727,889,703,505,737,937
1349,605,556,533,711,905,703,492,573,946
1453,605,556,495,749,893,709,448,570,946
1547,605,556,495,749,892,639,471,550,716
1547,605,556,490,754,881,648,451,527,707
1558,605,556,490,747,888,594,479,553,826
1538,639,556,490,747,888,594,473,508,1158
1549,684,455,591,747,888,594,473,561,1221
1473,761,455,552,786,888,594,473,654,1252
1367,942,381,626,786,888,594,473,778,1270
1388,771,396,816,786,888,594,473,848,1373
1416,740,432,819,786,888,594,473,842,1403
1408,806,458,819,776,898,592,475,841,1452
1425,788,476,800,743,892,650,475,854,1500
1467,845,476,800,704,896,685,475,743,1412
1437,797,568,800,663,933,684,476,694,1394
